input,best_output,score
工商牡丹灵通卡是属于什么卡,借记卡。牡丹灵通卡是工商银行发行的，具有消费、转账、存取现金等功能的借记卡，用人民币进行结算,0.77734375
"被封为""三宝太监""的明朝著名航海家是谁?",康熙。历史执政最久的皇帝是康熙皇帝,0.69921875
美元的标志是什么,$。推荐答案美元标志“$”是美元标志的一种代表符号,0.73828125
项羽的爹是谁,项超。项羽的父亲应是项燕的长子项超,0.7265625
中国的最南边是在那里？,曾母暗沙。中国最南的位置在南沙群岛的曾母暗沙，中国的最南城市是海南三亚；广东最南当然是湛江市,0.734375
ak-47的创始人是谁？,卡拉什尼科夫。ak-47突击步枪是前苏联著名枪械设计师米哈伊尔·季莫费耶维奇·卡拉什尼科夫(kalashnikov)设计的,0.71484375
我国建筑行业工程质量最高荣誉奖叫什么奖?,鲁班奖。承建的项目曾先后获得国家质量等级最高奖－银质奖、建筑行业最高等级奖－鲁班奖，以及部局级优质工程奖等几十项奖励；并多次被评为“全国优秀施工企业”、“全国先进施工企业”、“中国建筑业500家最佳经济效益企业”等。,0.73046875
荷兰属于那个洲,郁金香。荷兰的国花是：郁金香,0.71875
全世界面积第二大的国家,加拿大。世界上面积第二大的国家是加拿大,0.90625
被后人称为陶朱公的是谁,圣祖。康熙的庙号是圣祖,0.69921875
"""梅妻鹤子""是谁的家庭状况?",姚笛。文章出轨的对象是姚笛,0.69921875
《献给爱丽丝》是谁作曲？,刘若英。《一辈子的孤单》原唱刘若英,0.76171875
生命活动中不可缺少的气体是什么,二氧化碳。这是由于汽水中含有一种叫二氧化碳的气体而造成的,0.6171875
"相传秦朝赵高势力强大,在秦二世面前硬指着一头鹿说它是什么动物?",马。”指鹿为马：秦权臣赵高，为试探大臣们对他的态度，在秦二世面前，指着一只鹿，硬说是马。,0.828125
周星驰一部打桌球的电影叫什么？,韩国。陈学冬现在正在韩国拍摄电影《拆婚联盟》,0.67578125
"位于地中海中部,有""地中海心脏""之称的是地中海的哪个岛国?",马耳他。马耳他位于地中海中部的岛国，有“地中海心脏”之称。,0.83203125
"庄子的《逍遥游》中讲到,""北冥有鱼""其名为什么?",鲲。《庄子·内篇·逍遥游第一》北冥有鱼，其名为鲲。,0.86328125
"清朝""八旗""中的上三旗是正黄旗,正白旗和什么旗?",镶黄旗。上三旗是哪三旗呢？就是正黄旗、镶黄旗和正白旗。,0.8515625
陈凯歌导演的前妻是哪位著名文人?,王岳伦。李湘现在的老公是著名导演王岳伦,0.80078125
"《唱支山歌给党听》经哪位藏族歌手演绎,流传全国经久不衰?",才旦卓玛。才旦卓玛的演唱，高亢、明亮、婉转、动情，《唱支山歌给党听》就是她的代表曲目，久唱不衰。,0.80859375
"被后世称为儒家""五常""的是仁、义、礼、智还有哪种品格?",信。③五常：指儒家认为人应具备的五种品德，即仁、义、礼、智、信。,0.8515625
"《水浒传》中,绰号为""浪里白条""的是那个梁山好汉?",张顺。浪里白条是施耐庵所作《水浒传》中张顺的绰号。,0.84375
我国著名京剧演员梅葆玖是哪位京剧名角的儿子?,"周信芳。周信芳是现代著名京剧艺术家,名士楚,艺名麒麟童,浙江慈溪县人,出身于艺人家庭",0.734375
"我国现役军官的军衔中,将官军衔分为上将,中将和什么?",少将。军衔条例规定，将官设置为：一级上将、上将、中将、少将。,0.875
罗马是哪个国家的首都?,意大利。罗马现为意大利首都，是意大利最大的城市。,0.765625
万花之王是,郁金香。荷兰的国花是：郁金香,0.69921875
鳄鱼繁殖后代采用的是什么方式？,三。热传递有三种方式：传导、对流和辐射,0.63671875
清朝被称为万园之园的皇家园林是?,圆明园。清代园林艺术以圆明园为代表，融合江南名园佳景与欧洲义大利楼房花园，被外国传教士誉为「万园之园」。,0.76171875
"在电视剧《流星花园》中,言承旭、周渝民、吴建豪、朱孝天组成的组合名叫什么?",f4。2001年，朱孝天在拍摄偶像剧《流星花园》后与其他三位主角组成f4，而在亚洲获得一定影响力。,0.7734375
"有""凌波仙子""""玉玲珑""美称的花是什么?",水仙。花友(对各种花的雅称)十二客(对十二种名花的谑称)玉英(花的美称)玉...水仙花:别名凌波仙子、玉玲珑、金盏银台、姚女花、女史花、天葱、雅蒜等,0.74609375
"被称为""qq之父""的现任腾讯公司ceo是谁?",马化腾。动画片《喜羊羊与灰太狼》中，“我一定会回来的”是谁的台词？灰太狼被称为“qq之父”的现任腾讯公司ceo是谁？马化腾从1写到100，一共要写多少个数字0？11,0.70703125
我国很早就出现了文字，但您知道我国的第一部字典叫什么吗？,诗经。我国最早的诗歌总集是《诗经》。,0.7265625
世界上最大的沙漠叫什么名字?,加拿大。世界上面积第二大的国家是加拿大,0.71484375
著名的旅游景点夏威夷位于哪个大洋中?,美洲。美洲是东临大西洋，西临太平洋,0.734375
相传使董卓、吕布反目成仇的古代美女是谁?,貂蝉。司徒王允使貂蝉施美人计，终使董卓、吕布反目成仇，后吕布刺杀董卓。,0.81640625
"世界上第一家七星级酒店-""帆船酒店"",是在哪个城市?",迪拜。迪拜帆船酒店概述世界上唯一一个七星级宾馆，阿拉伯塔酒店，又称迪拜帆船酒店。,0.78125
晒太阳能够帮助人体获得哪种维生素?,维生素a。缺乏维生素a会引起夜盲症,0.7578125
"路打滚源于满洲,是我国哪个城市的古老小吃品种之一?",北京。驴打滚是老北京传统小吃之一，成品黄、白、红三色分明，煞是好看。,0.71484375
与我国的云南省接壤的国家分别是缅甸、老挝和哪个国家?,越南。云南3个邻国是缅甸、老挝和越南。,0.87890625
用来测量钻石重量单位是?,克拉。质量单位卡，或译克拉、克拉（carat），是钻石的质量单位。,0.77734375
尼罗河上的惨案》是谁的作品,阿加莎。《尼罗河上的惨案》是英国作家阿加莎·克里斯蒂的同名代表作，后改编为同名电影,0.765625
歌曲“嘎达梅林”是哪个民族的民歌,蒙古族。二胡名曲《赛马》《赛马》这首乐曲是根据中国北方少数民族蒙古族音乐创作而成。,0.75
道教张天师的本名是什么?,张道陵。张道陵本名张陵（34－157年），字辅汉，号天师，道教尊称为张道陵,0.71875
发现电磁感现象的物理学家是：,安培。答案d解析：法拉第是电磁感应定律，牛顿是牛顿定律，安培是研究电流，奥斯特是第一个发现电流周围存在磁场的科学家，故选择d．,0.78515625
世界上最大的淡水湖群在：,北美。世界最大的淡水湖群五大湖五大湖位于北美洲的中东部，美国和加拿大之间,0.828125
我国离海洋最远的省会城市是：,乌鲁木齐。乌鲁木齐是我国离海洋最远的省府城市,0.88671875
西方侵略者几百年来只要在东方海岸上架上几尊大炮，就可以霸占一个国家的时代，一去不复返了!这是谁说的？,彭德怀。彭德怀说：西方侵略者几百年来只要在东方一个海岸上架起几尊大炮就可霸占一个国家的时代是一去不复返了,0.92578125
人类历史上第一架录音机是由哪国人发明的?,丹麦。1898年丹麦科学家浦尔生发明世界第一架录音机,0.8125
美国的钢铁工业中心是：,匹兹堡。作为美国著名的工业城市，匹兹堡是美国钢铁工业的中心，有“世界钢铁之都”之称。,0.80859375
一个人平均天的脱发在多少根之内为正常？,一百根。一个人每天掉头发的根数在一百根之内属正常，超出则相反，有时候女生没有掉一百根可她就感觉掉了好几百根那是因为女孩子头发长，几根柔在一起就有一团了，所以你先要知道大概是不是在一百之内，还有就是季节性脱发，到时候还会长的,0.76953125
甲状腺肿是因为体内缺少何种物质引起？,维生素a。缺乏维生素a会引起夜盲症,0.7578125
世界上含沙量最多的河流是哪一条？,南美洲。亚马逊河位于南美洲北部，是世界上流域面积最广，流量最大的河流,0.72265625
林肯的宅地法颁布于哪一年？,"1862。美国史记载:""1862年5月20日,林肯政府颁布的宅地法对战后美国经济的起飞发挥了巨大的作用.""此外,1864年颁布的国民银行体系法和移民法,也为美国带来了金融市场的稳定和大量壮...",0.71484375
富士山是一座著名的,江西。《望庐山瀑布》的庐山是在现在的江西省，是我们著名的避暑胜地,0.66015625
"""棒棒""是人们对哪个城市挑夫的称呼?",禅城。佛山又叫“禅城”,0.67578125
《长恨歌》是哪位中国著名女作家的长篇小说代表作?,严歌苓。《金陵十三钗》，严歌苓著中篇小说。,0.7734375
歌曲《特别的爱给特别的你》原唱者是哪位台湾著名男歌手?,伍思凯。《特别的爱给特别的你》是伍思凯演唱的一首歌曲，由伍思凯作曲、作词、编曲、制作，这首歌曲收录在伍思凯1990年发行的同名专辑《特别的爱给特别的你》中。,0.7890625
"《因为爱所以爱》,《谢谢你的爱1999》是哪位香港艺人的歌曲?",谢霆锋。随后谢霆锋又在酷炫的激光秀配合下演绎自己的成名曲《因为爱所以爱》《谢谢你的爱1999》引来全场大合唱，仿佛带观众穿越回他成名的1999年。,0.73828125
都柏林是哪个欧洲国家的首都?,意大利。罗马现为意大利首都，是意大利最大的城市。,0.74609375
"八路军建立的第一个敌后抗日根据地""晋察冀""中,冀是指当时哪个省?",河北。晋：山西冀：河北察：指察哈尔省，是民国时期设的一个省，省会为张北（今张家口市）。,0.73828125
"源自《伊索寓言》,哪种动物吃不到葡萄说葡萄酸?",狐狸。自我安慰法《伊索寓言》中有个故事说，一只狐狸吃不到葡萄，就说葡萄是酸的；只能得到柠檬，就说柠檬是甜的。,0.8203125
非洲国家南非的立法首都是哪座城市?,开普敦。南非是世界上唯一同时存在3个首都的国家，分别是行政首都比勒陀利亚、立法首都开普敦、司法首都布隆方丹。,0.76953125
哥斯达黎加的首都是哪座城市?,科伦坡。推荐答案斯里兰卡的首都是科伦坡,0.75390625
"金庸小说《鹿鼎记》中,主人公韦小宝是天地会中哪一堂的香主?",青木堂。金庸《鹿鼎记》借天地会的历史资料敷衍成文，韦小宝曾当香主的青木堂是天地会设在江苏的分舵，在十堂之中排列第六，为后五堂之首,0.828125
被誉为数学界皇冠上的明珠是什么猜想?,哥德巴赫猜想。陈景润在高中时代，就听老师极富哲理地讲：自然科学的皇后是数学，数学的皇冠是数论，“哥德巴赫猜想”则是皇冠上的明珠。,0.73046875
有“凌波仙子”美称的花是,牡丹。国色天香为洛阳牡丹的别称。,0.73046875
"被印度人民称为""母亲河""的是哪条河流?",恒河。东欧平原南部的伏尔加河被称为俄罗斯的母亲河，流域内是全国主要的农业分布区；恒河是印度北部的大河，自远古以来一直是印度教徒的圣河，被印度人民尊称为“圣河”和“印度的母亲”；美国的母亲河是位于中部平原的密西西比河；尼罗河水滋润着两岸和...,0.765625
化学式h2o所代表的是我们生活中的哪种常见物质?,"碳酸。这是脑筋急转弯？汽水中的酸是碳酸，h2co3,易分解成水和二氧化碳生活中的调味品就不知道你问的是什么了，盐？",0.6953125
山东省会是哪里,济南。泉城（济南市别称）一般指济南,0.71484375
北京人在北京的什么地方发现？,广州。广州市是广东的省会！,0.65625
"既有大小又有方向的量在数学中称作向量,在物理学里称为什么量?",矢量。长度不为0的向量叫做非零向量长度是指向量的大小（向量的长度/向量的模）相关拓展向量既有方向又有大小的量叫做向量（物理学中叫做矢量），只有大小没有方向的量叫做数量（物理学中叫做标量）。,0.8046875
